,species,betweenness
1812,PLATYSTETHUS SP.,3.0
1813,RHYACOPHILA DORSALIS LARVAE,3.0
1814,TETRASTICHUS SP.,3.0
1815,CONOCHILUS (SOLITARY) - CONOCHILOIDES DOSSUARIUS,2.976190476190476
1816,LIMNAEA PEREGRA,2.9642857142857144
1817,A. CURVATOR,2.934566709566709
1818,SB2: COMMON MURRE,2.9242424242424243
1819,ANDRICUS CURVATOR,2.908766233766234
1820,BRACHYSTOSTERNUS (SCORPION),2.9
1821,COLOBURISCUS HUMERALIS (WALKER),2.883255086071987
1822,DASYHELEA OBSCURA LARVAE,2.8333333333333335
1823,NEOLASIOPTERA WILLISTONI,2.8333333333333335
1824,BUTTERFLIES - MOTHS,2.833333333333333
1825,PAGURUS - CANCER,2.833333333333333
1826,PEDIOBIUS LYSIS,2.833333333333333
1827,PHYTOPLANKTON FILTER FEEDERS,2.833333333333333
1828,CONOCHILOIDES DOSSUARIUS,2.825
1829,DIAPTOMUS OREGONENSIS,2.825
1830,ENTOMOBRYA LIGATE,2.8190476190476184
1831,CROCETHIA ALBA (SANDERLING),2.8166666666666664
1832,COMMON CARP,2.8011904761904765
1833,S. ALBIPES,2.7722830472830475
1834,ACUARIIDAE,2.7622147978477907
1835,PROFILICOLLIS ANTA,2.7622147978477907
1836,PROFILICOLLIS NOVAE,2.7622147978477907
1837,BRACON SP.6,2.75
1838,MESOPOLOBUS TIBIALIS,2.75
1839,SPIDERS - WASPS - TIGER BEETLES - CARPENTER ANTS,2.75
1840,TANYDERIDAE SP.,2.737796925296925
1841,ASPHONDYLIA SP. C,2.6666666666666665
1842,ASPHONDYLIA SP. C (WOODY STEM MAKER),2.6666666666666665
1843,ENTEDON HERCYANA,2.6666666666666665
1844,POCKET MOUSE,2.6666666666666665
1845,TACHINID LARVAE,2.642857142857143
1846,CRNB2: TANNER CRAB,2.6065600299104132
1847,HIRUNDO RUSTICA,2.6026819923371645
1848,PSEUDOCATOLACCUS GUIZOTI,2.6000000000000005
1849,NEUROTERUS ALBIPES,2.592857142857143
1850,KATHARINA,2.533333333333333
1851,ASPHONDYLIA SAROTHAMNI H. LOEW,2.5
1852,CHITONS - GASTROPODS - LIMPETS,2.5
1853,DEERMICE,2.5
1854,EARTHWORMS,2.5
1855,EUPELMID GEN. N.,2.5
1856,EUPELMID N. GENUS,2.5
1857,GRAPSUS GRAPSUS,2.5
1858,HERBIVOROUS SHRIMPS,2.5
1859,HOPPERS - ANTS - TERMITES - BEETLES,2.5
1860,KELP FLIES,2.5
1861,LEAF-CUTTING ANTS,2.5
1862,LEPIDOPTEROUS LARVAE,2.5
1863,LEPIDURUS (TADPOLE SHRIMP),2.5
1864,PETROPHYLA SP2,2.5
1865,SCIANIDS,2.5
1866,SILVERSIDES,2.5
1867,STREAM AND AIRBORNE INSECTS,2.5
1868,BANKSIOLA,2.495007446151611
1869,S. PALLICORNIS,2.465176265176265
1870,CIRRATULIDAE - CAPITELLIDAE - MALDANIDAE,2.4421809897419653
1871,ASPHONDYLIA SP. G,2.433333333333333
1872,HELICOPSYCHE ALBESCENS (TILLYARD),2.429386763812993
1873,G. BOUSFIELDI,2.4166666666666665
1874,NANOCLADIUS,2.4151612276612275
1875,HYDROPTILA SP.,2.4107142857142856
1876,TINODES WAENERI,2.4107142857142856
1877,ELAENIA,2.383333333333334
1878,CRICOTOPUS ANNULIVENTRUS (DIPTERA - CHIRONOMIDAE),2.381453634085213
1879,HARBOUR SEAL,2.3808238249617557
1880,HARP SEAL,2.3808238249617557
1881,RADIOLARIANS,2.3666666666666663
1882,DIAPHANOSOMA LEUCHTENBERGIANUM,2.3595238095238096
1883,ANDRICUS QUADRILINEATUS,2.35
1884,DEROBRACHUS BRUNNEUS LARVAE,2.333333333333333
1885,ENTOMOSTRACA (UNSPEC.),2.333333333333333
1886,MOSQUITO LARVAE (URANOTAENIA BOSSERI),2.333333333333333
1887,POLYPEDILUM GR. FALLAX,2.333333333333333
1888,TORYMUS ATRIPLICIS,2.333333333333333
1889,BIORHIZA PALLIDA,2.3267520767520766
1890,S. PLANATUS,2.3095238095238098
1891,SILVANUS EMBELLIS,2.3095238095238098
1892,A. QUADRILINEATUS,2.265122265122265
1893,EPHEMERELLA SUBVARIA (0.4-0.6 MM HCW),2.25
1894,TRICHOPTERA (CYRNUS - OECETIS - MOLANNA),2.25
1895,COLYMBETES,2.2393611196466616
1896,PAGASTIA,2.2154872904872907
1897,T. BAMBUSA,2.1722222222222225
1898,TRIPTEROIDES TENAX,2.1722222222222225
1899,SPIRORBIS,2.166666666666667
1900,BLUE BIRD,2.1666666666666665
1901,DISCOPOMA SP.,2.119047619047619
1902,UROPODA SP.,2.119047619047619
1903,NAONELLA FORSYTHII,2.0833333333333335
1904,COTTONTAILS,2.083333333333333
1905,NOTONECTA GLAUCA L.,2.060353535353535
1906,RHEOCRICOTOPUS,2.042435342435342
1907,HETEROTRISSOCLADIUS MARCIDUS,2.002020202020202
1908,MICROPSECTRA BIDENTATA,2.002020202020202
1909,PRODIAMESA OLIVACEA,2.002020202020202
1910,17,2.0
1911,ADULT CYCLOPS,2.0
1912,ADULT FLIES,2.0
1913,ANNELIDS,2.0
1914,APROSTOCETUS BREVICORNIS PANZER,2.0
1915,ARRENURUS SP.,2.0
1916,BACTERIA - PROTOZOA,2.0
1917,BALTIMORE ORIOLE - CHICKADEE - LEAST FLYCATCHER - WARBLING VIREO - ROSEBREASTED GROSSBEAK - WILLOW THRUSH,2.0
1918,BOG AND INTERTIDAL INVERTEBRATES,2.0
1919,CHESIAS RUFATA (FABRICIUS),2.0
1920,CILIATES AND SMALL NAUPLII,2.0
1921,CLOEON,2.0
1922,CREUTZERIA SP.,2.0
1923,DASYHELEA (2 SPP.),2.0
1924,ENDONEPENTHIA,2.0
1925,EULACHNUS AGILIS,2.0
1926,GRASSHOPPER MICE,2.0
1927,GYRAULUS COSTULATUS,2.0
1928,HALICHONDRIA,2.0
1929,HAPLOCHROMIS NIGRIPINNIS - ADULT,2.0
1930,HOUSE WREN,2.0
1931,LEMMINGS,2.0
1932,MACRONEURA VESICULARIS,2.0
1933,"MALANOIDES TUBERCULATA, OTHER GASTROPODS",2.0
1934,MODIOLUS DEMISSUS,2.0
1935,MYCETOPHILID LARVAE (UNDET.),2.0
1936,NEMATODE P,2.0
1937,O. SKIANEUROS,2.0
1938,ORTHOPTERA - HEMIPTERA,2.0
1939,PACHYGRAPSUS CRASSIPES (JUV.),2.0
1940,PARASITOID (ATRACTODES PUSILLUS),2.0
1941,PARASITOID (DICERETIELLA RAPAE),2.0
1942,PARASITOIDS (PLECTISCIDEA HYPERBOREA - STENOMACRUS GROENLANDICUS),2.0
1943,SIGARA - DISCOGLOSSUS LARVAE,2.0
1944,SMALL BENTHIC CARNIVORES,2.0
1945,STOMAPHIS QUERCUS,2.0
1946,SYMYDOBIUS OBLONGUS,2.0
1947,TANYPUS PUNCTIPENNIS,2.0
1948,THAIS SP.,2.0
1949,TILAPIA SAKA-SQUAMIPINNIS,2.0
1950,TRICORYNUS SP.,2.0
1951,WOOD-BORERS - WEEVILS,2.0
1952,HORISMENUS SP.D,1.9999999999999998
1953,SEDENTARY POLYCHAETES,1.9999999999999998
1954,TRIPLECTIDES TRUNCATUS (TRICHOPTERA - LEPTOCERIDAE),1.9999999999999998
1955,NOTHODIXA SP.,1.9969187675070028
1956,PERECA FLAVESCENS,1.976190476190476
1957,TORYMUS UMBILICATUS,1.9666666666666668
1958,SCIAENIDAE,1.9166666666666665
1959,TRICHOPTERA (ATHRIPSODES - OXYETHIRA) - MOLLUSCA (PISIDIUM - LYMNAEA VALVATA - GYRAULUS - SPHAERIUM),1.9166666666666665
1960,SCIRTID BROAD,1.914495226995227
1961,ACROPERLA,1.9118267510480917
1962,SEA CUCUMBERS,1.8928109079531135
1963,COLPODA SP SMALL,1.8827586206896545
1964,HASTATELLA,1.8827586206896545
1965,MENOIDIUM,1.8827586206896545
1966,MARMOT,1.8785714285714283
1967,AGABUS BIPUSTULATUS (L.),1.8594988344988344
1968,AGABUS STURMII (GYLLENHAL),1.8594988344988344
1969,ILYBIUS FULIGINOSUS (FABRICUS),1.8594988344988344
1970,SNAKE MACKEREL,1.8409090909090908
1971,APION FUSCIROSTRE FABROCIUS,1.8333333333333333
1972,GLOGDIA SP. (PSYCHODIDAE),1.8333333333333333
1973,HERBIVOROUS DIPTERA,1.8333333333333333
1974,LEAF FEEDERS,1.8333333333333333
1975,OTHER GASTROPODS,1.8333333333333333
1976,PINNIXA RATHBUNI,1.8333333333333333
1977,CYCLOPS VARIANS RUBELLUS - TROPOCYCLOPS PRASINUS,1.833333333333333
1978,ORTHOCYCLOPS MODESTUS,1.833333333333333
1979,CARANGIDS,1.8305305805305805
1980,LARUS PIPIXCAN (GULL),1.8166666666666664
1981,HYDROBIOSIS SILVICOLA/CLAVIGERA,1.8157737760491415
1982,ZOOPLANKTON - INSECTS,1.7999999999999998
1983,"DEPB5: BENTHIC AMPHIPODS, ISOPODS, AND CUMACEANS",1.7744291656056363
1984,ASPHONDYLIA SP. G (OVAL BUD/FLOWER GALL MAKER),1.7666666666666668
1985,BAETIS TRICAUDATUS (0.2-0.4 MM HCW),1.75
1986,ENDONEPENTHIA SCHUITEMAKERI,1.75
1987,PISIDIUM SP.,1.75
1988,SNOWSHOE RABBIT,1.75
1989,ACANTHOCYCLUS SPP.,1.727139527139527
1990,ACMAEA DIGITALIS,1.725
1991,LITTORINA SCUTULATA,1.725
1992,RINGED SEAL,1.7141571582950892
1993,OPOSSUMS,1.7
1994,E. CORTICOLA,1.6944444444444449
1995,ENTOMOBRYA LIGATA,1.6944444444444449
1996,ENTOMOBRYA SP.,1.6944444444444449
1997,ASPHONDYLIA SP. B (NODULAR STEM GALLMAKER),1.6666666666666667
1998,DICROSTONYX - PASSERES,1.6666666666666665
1999,EUPOMOTIS GIBBOSUS,1.6666666666666665
2000,NOTROPIS CORNUTUS,1.6666666666666665
2001,KEYHOLE LIMPETS,1.65
2002,PERLA CEPHALOTES (5 MM),1.6428571428571428
2003,THREE-SPINED STICKLEBACK,1.6428571428571428
2004,THIENMANIELLA TRIVITTATA (DIPTERA - CHIRONOMIDAE),1.6428571428571426
2005,PISCF3B: PACIFIC MACKEREL,1.632597410127231
2006,LEPIDOPTERA LARVA,1.6222222222222222
2007,VOLES (4 SPECIES),1.6119047619047617
2008,PISCF1B: CHINOOK,1.6106141969752874
2009,ECDYURUS VENOSUS,1.6
2010,RHITHROGENA SEMICOLORATA,1.6
2011,GERRIS,1.598155467720685
2012,PARACYCLOPS,1.5873120300751877
2013,B. PLINTHOPYGA LARVAE,1.5873015873015872
2014,BLAESOXIPHA PLINTHOPYGA,1.5873015873015872
2015,COCHYLIOMYIA MACELLARIA,1.5873015873015872
2016,M. DOMESTICA LARVAE,1.5873015873015872
2017,MESOPOLOBUS FASCIIVENTRIS,1.545238095238095
2018,O. OCHRIPYGA LARVAE,1.5069444444444444
2019,ACLERDA,1.5
2020,APHIDIUS SP.1,1.5
2021,APHIDIUS SP.2,1.5
2022,ASTRAEA UNDOSA,1.5
2023,BLACK ROSY FINCH,1.5
2024,DIOPATRA ORNATA,1.5
2025,ENCHINOMETRA LUCUNTER,1.5
2026,EPHEDRUS SP.,1.5
2027,EUCERAPHIS BETULAE,1.5
2028,FOX SQUIRREL,1.5
2029,GIBBULA EINERARIA,1.5
2030,HEDGEHOG,1.5
2031,INVERTEBRATE DEFOLIATORS,1.5
2032,JACKAL CANIS AUREAUS,1.5
2033,JUVENILE CICHLIDS,1.5
2034,KITTIWAKE - GUILLEMOTS - FULMAR PETREL - LITTLE AUK - PUFFIN,1.5
2035,LEPIPODA (?),1.5
2036,MEDIUM ZOOPLANKTON,1.5
2037,MID-WATER FEEDING FISHES,1.5
2038,OVALIPES,1.5
2039,PALLASEA,1.5
2040,POLYCENTROPUS FLAVOMACULATUS,1.5
2041,PRAON SP.,1.5
2042,SMALL LEIOSTOMUS - MICROPOGON,1.5
2043,TROTTERIA SAROTHAMNI,1.5
2044,DOVES - LARKS - SANDGROUSE,1.4999999999999998
2045,RHAGIUM LINEATUM LARVAE,1.476190476190476
2046,AYTHYA FULIGULA,1.458333333333333
2047,BUCEPHALA CLANGULA,1.458333333333333
2048,MELANITTA NIGRA,1.458333333333333
2049,CRICOTOPUS SP. 2,1.45
2050,SILICOFLAGELLATES,1.45
2051,E. LIGATA,1.4444444444444449
2052,ENTOMOBRYA CORTICOLA,1.4444444444444449
2053,PSEUDACHORUTES SP.,1.4444444444444449
2054,TOMOCERA FLAVESCENS,1.4444444444444449
2055,SYNTOMASPIS CYANEA,1.4435897435897433
2056,NEUROTERUS NUMISMALIS,1.4333333333333333
2057,ASPHONDYLIA SP. D,1.4333333333333331
2058,ASPHONDYLIA SP. D (BLISTER LEAF & NIPPLE BUD GALL MAKER),1.4333333333333331
2059,AGAPETUS FUSCIPES,1.4107142857142856
2060,LUMBRICIDAE SP. (OLIGOCHAETA),1.4095238095238094
2061,NAIDIDAE SP. (OLIGOCHAETA),1.4095238095238094
2062,TUBIFICIDAE SP. (OLIGOCHAETA),1.4095238095238094
2063,KERATELLA - KELLICOTTIA,1.4
2064,SILPHA TRUNCATA,1.3958333333333333
2065,A. KOLLARI,1.3949631449631452
2066,S. BORELLII,1.382153957153957
2067,PISCF1A: COHO,1.3634965431504724
2068,ERYTHROCULTER,1.3511904761904763
2069,BLACK ALATE APHID,1.3333333333333333
2070,CARIBOU,1.3333333333333333
2071,CORBICULA AFRICANA,1.3333333333333333
2072,DESERT CAT FELIS LIBYCA,1.3333333333333333
2073,FILTER-FEEDING POLYCHAETES,1.3333333333333333
2074,GEMMA,1.3333333333333333
2075,HYADESIID MITE,1.3333333333333333
2076,LARGE CARNIVOROUS CLADOCERANS,1.3333333333333333
2077,MIGRANT SHOREBIRDS AND WATERFOWL,1.3333333333333333
2078,MOSQUITO LARVAE (URANOTAENIA BELKINI),1.3333333333333333
2079,OTHER MACROFAUNA,1.3333333333333333
2080,PORIFERA,1.3333333333333333
2081,SUSPENSION-FEEDING INVERTEBRATES,1.319047619047619
2082,TANYTARSUS VERSPERTINUS,1.3168949771689495
2083,EPHYDRELLA SP.,1.2888888888888888
2084,GEOSARGUS CUPRARIUS,1.2857142857142856
2085,HAEMATOBIA IRRITANS,1.2857142857142856
2086,PAREGLE CINERELLA,1.2857142857142856
2087,SARCOPHAGA SPP.,1.2857142857142856
2088,ANDRICUS KOLLARI,1.2769230769230768
2089,ASPHONDYLIA SP. F,1.2666666666666666
2090,ASPHONDYLIA SP. F (OVAL TWIG MAKER),1.2666666666666666
2091,ASPHONDYLIA SP. B,1.25
2092,CHIRONOMIDAE (PROCLADIUS - CRYPTOCHIRONOMUS - LEPTOCHIRONOMUS - ABLABESMYIA),1.25
2093,SERICOTHRIPS VARIABILIS,1.25
2094,NIPHARGUS AQUILEX,1.2444444444444445
2095,OLIGOCHAETA (UNSPEC.),1.2444444444444445
2096,SIMULIIDS (UNSPEC.),1.2444444444444445
2097,CHIRONOMIDAE AND CERATOP.,1.244047619047619
2098,METRIOCNEMUS,1.2333333333333334
2099,CHELIFERA ,1.2293761793761793
2100,D. NEPENTHICOLA,1.2222222222222223
2101,DASYHELEA AMPULLARIAE,1.2222222222222223
2102,HAMINOEA HYDATIS,1.219206349206349
2103,CINYGMULA,1.2135031635031635
2104,HYDROBIA ULVAE,1.1952669552669555
2105,H. ORTHONOPS,1.167832167832168
2106,A. FECUNDATOR,1.1666666666666667
2107,CHIMARRHA MARGINATA LARVAE,1.1666666666666667
2108,HONEYBEES,1.1666666666666665
2109,MANTLED GROUND SQUIRREL,1.1619047619047618
2110,OLIVELLA (GASTROPOD),1.1583333333333332
2111,HERBIVOROUS SNAILS,1.15
2112,TRICHOPTERA LARVAE,1.1428571428571428
2113,XYLOPHAGUS FASCIATUS LARVAE,1.1428571428571428
2114,CYNIPS DIVISA,1.0928321678321677
2115,MESOPELAGICS,1.0857142857142859
2116,BULTUL - SHRIKE - INDIAN ROBIN,1.0833333333333333
2117,CHIPMUNK,1.0785714285714285
2118,POCKET GOPHER,1.0785714285714285
2119,SYNERGUS UMBRACULUS,1.0678321678321678
2120,AFRONURUS NYMPHS,1.0666666666666667
2121,DERMESTES VULPINUS,1.0625
2122,S. TRUNCATA LARVAE,1.0625
2123,PIRARA MATAKIRI (BOOTHROYD AND CRANSTON),1.0616100079257973
2124,C. DIVISA,1.0517520767520767
2125,BARRACUTA,1.0416666666666667
2126,BENTHONIC VERTEBRATES,1.037037037037037
2127,PSEUDOOECONESUS,1.0370370370370368
2128,SYNTOMASPIS NOTATA,1.0166666666666666
2129,KOORONONGA PILOSA (EPHEMEROPTERA - LEPTOPHLEBIIDAE),1.0095238095238095
2130,N. NUMISMALIS,1.0012333762333763
2131,GIBULLA UMBILICALIS,1.0008225108225108
2132,ACANTHOCYCLOPS - PARACLADOPELMA - MONODIAMESA,1.0
2133,ACMAEA,1.0
2134,ACMAEA - AMPHISSA - COLUMBELLA,1.0
2135,ALGAL FEEDERS,1.0
2136,ANOMIA,1.0
2137,APHODIUS FIMETARIUS,1.0
2138,APION IMMUNE KIRBY,1.0
2139,BLEPHARIPODA,1.0
2140,CECIDOMYID LARVAE (UNDET.),1.0
2141,CHIRONOMIDAE (PROCLADIUS - PENTANEURINI - PROTANYPUS),1.0
2142,CHIRONOMIDS (UNSPECIFIED),1.0
2143,CHIRONOMUS - ANOPHELES - CULEX - THEOBALDIA,1.0
2144,CICHLASOMA MACULICAUDA,1.0
2145,CINARA PINI,1.0
2146,CRICKET,1.0
2147,CROSSOCERUS WESMAELI,1.0
2148,CYCLOPS VARIANS RUBELLUS - ORTHOCYCLOPS MODESTUS,1.0
2149,DIPTERA - HYMENOPTERA - HEMIPTERA - COLEOPTERA,1.0
2150,DOLICOPODID LARVAE (UNDET.),1.0
2151,ENGRAULICYPRIS SARDELLA,1.0
2152,FROGS (UNSPECIFIED),1.0
2153,GAMMARUS - TALORCHESTIA,1.0
2154,GAMMARUS LACUSTRIS,1.0
2155,GELECHIID SP. A,1.0
2156,GONIOCHAETA PLAGIODES,1.0
2157,HAMAMELISTES BETULINUS,1.0
2158,HERBIVOROUS TERRESTRIAL INSECTS,1.0
2159,KAIBAB SQUIRREL,1.0
2160,LANISTES PROCERUS,1.0
2161,LARGE-SIZE 'ACARTIA TYPE',1.0
2162,LARGER INVERTEBRATE PREDATORS (E.G. - CHAETOGNATHS AND CTENOPHORES),1.0
2163,LIMNEPHILUS FRIJOLE,1.0
2164,LISPIXYS SP.,1.0
2165,MACROCYCLOPS ALBIDUS (COPEPODA),1.0
2166,MEGASALIA,1.0
2167,MEGASELIA DENINGI,1.0
2168,MIDDLE ZONE SCANSORIAL ANIMALS -- MAMMALS IN BOTH CANOPY AND GROUND ZONES,1.0
2169,MINNOW 2,1.0
2170,NEMATODA (IRONUS - TOBRILUS) - OLIGOCHAETA (PSAMMORYCTES - TUBIFEX - PELOSCOLEX - STYLODRILUS),1.0
2171,NEOPANOPE TEXANA SAYI,1.0
2172,OLIVELLA,1.0
2173,OLLA V-NIGRUM,1.0
2174,OPHIOMYIA ATRIPLICIS (LEAF CLUSTER BUD GALL MAKER),1.0
2175,OXYBELUS UNIGLUMIS,1.0
2176,PISSODES MEMORENSIS LARVAE,1.0
2177,PREDACEOUS CRABS,1.0
2178,PROKELISIA - ORCHELIMUM - OTHER HERBIVOROUS INSECTS,1.0
2179,PSEN SPP.,1.0
2180,PSEUDOIS NAHURA (BHARAL SHEEP),1.0
2181,PUGETTIA,1.0
2182,RED-EYED VIREO - YELLOW WARBLER - GOLD FINCH - CATBIRD - BROWN THRASHER - TOWHEE - ROBIN,1.0
2183,RHAPHIODON VULPINIS,1.0
2184,S. NIGRIVENTRIS,1.0
2185,S. PENNSYLVANICUS,1.0
2186,SAWFLY (PRONTOPRISTIA AMENTORUM),1.0
2187,SCHIZOLACHNUS PINETI,1.0
2188,SCIARA COPROPHILA LARVAE,1.0
2189,SERTULARIA - METRIDIUM - OBELIA - CLAVA,1.0
2190,SHELDUCK,1.0
2191,SIGARA - HALIPLUS,1.0
2192,SNOW PARTRIDGE,1.0
2193,SOIL MICROFLORA,1.0
2194,SUBHYLEMYIA LONGULA,1.0
2195,SUIDASIA SP.,1.0
2196,TACOMA FERIELLA,1.0
2197,TETRACLITA SQUAMOSA,1.0
2198,THELAXES DRYOPHILA,1.0
2199,TURBELLARIA - HALACARIDAE - TARTIGRADA - COPEPODA (DIACYCLOPS - BRYOCAMPTUS) - CLADOCERA (ALONA - ILYOCRYPTUS) - CHIRONOMIDAE (MESOCRICOTOPUS - MICROPSECTRA) - CYTHERIDEA,1.0
2200,UROSALPINX CINEREA,1.0
2201,VERMETIDS,1.0
2202,WATERFOWL - LEMMINGS - SQUIRRELS,1.0
2203,WATERFOWL - MARSH RABBITS - DEER - WATER RAT,1.0
2204,WEDDELL SEALS,1.0
2205,WORM (HENLEA),1.0
2206,ZWICKIA SP.,1.0
2207,CRUNOECIA IRRORATA,0.9999999999999999
2208,MICROPSECTRA,0.9956349206349204
2209,M. JUCUNDUS,0.995238095238095
2210,S. UMBRACULUS,0.9949631449631449
2211,ENALLAGMA CYATHIGERUM (CHARPENTIER),0.9456099456099456
2212,LESTES SPONSA (HANSEMANN),0.9456099456099456
2213,ASPHONDYLIA SP. E,0.9333333333333332
2214,ASPHONDYLIA SP. E (TUMOR STEM MAKER),0.9333333333333332
2215,PISIDIUM - SPHAERIUM,0.9261904761904762
2216,O. CONCLAUSA LARVAE,0.9166666666666666
2217,R. L'HERMINIERI LARVAE,0.9166666666666666
2218,R. PLANIFRONS LARVAE,0.9166666666666666
2219,SHEEPSHEAD,0.9166666666666666
2220,ASELLUS BIVITTATUS,0.9166666666666665
2221,GALEOPSOMYIA SP. B,0.9
2222,SYNERGUS PALLICORNIS,0.8825757575757576
2223,RHYACOPHILA DORSALIS,0.8809523809523808
2224,OLIGO FOUR CHAETAE,0.8690476190476191
2225,ASCIDIANS,0.8666666666666667
2226,SCHELORABATES SP.,0.8666666666666666
2227,ZETES SP.,0.8666666666666666
2228,AESHNA JUNCEA (L.),0.8622766122766123
2229,SYMPETRUM SCOTICUM (DONOVAN),0.8622766122766123
2230,DIOPATRA NEAPOLITANA,0.861111111111111
2231,TEGULA,0.8500000000000001
2232,BETULAPHIS QUADRITUBERCULATA,0.8333333333333333
2233,CYNIPS QUERCUS-FOLII,0.8333333333333333
2234,ERRANT POLYCHAETA,0.8333333333333333
2235,FLUKE,0.8333333333333333
2236,HELMIS SP. LARVAE,0.8333333333333333
2237,MYCORRHYZAE,0.8333333333333333
2238,PENGUINS - PETRELS,0.8333333333333333
2239,POCKET GOPHERS - GROUND SQUIRRELS,0.8333333333333333
2240,PORCUPINES,0.8333333333333333
2241,SECONDARY CARNIVORES,0.8333333333333333
2242,TARTRIX,0.8333333333333333
2243,TRIASPIS SP. NR OBSCURELLUS (NEES),0.8333333333333333
2244,BAETIDAE,0.8273809523809523
2245,ECDYONURIDAE,0.8273809523809523
2246,PLECOPTERA,0.8273809523809523
2247,STENOPSYCHE,0.8273809523809523
2248,LARUS MODESTUS (GULL),0.825
2249,GAMMARIDAE,0.8159200149444052
2250,MACROPELOPIA GOETGHEBUERI,0.8075757575757576
2251,TRISSOPELOPIA LONGIMANA,0.8075757575757576
2252,ZAVRELIMYIA BARBATIPES,0.8075757575757576
2253,AEDES TRISERIATUS,0.75
2254,ASPHONDYLIA SP. A,0.75
2255,COCHLIOMYIA MACELLARIA LARVAE,0.75
2256,COLEOPTERANS,0.75
2257,HYDROPSYCHE SPARNA (0.4-0.6 MM HCW),0.75
2258,LEUCTRA NYMPHS,0.75
2259,MEGASELIA SP. (?NEPENTHINA),0.75
2260,NERITES,0.75
2261,ORTHOPODOMYIA SIGNIFERA,0.75
2262,OTHER EPHEMEROPTERAN NYMPHS,0.75
2263,OTHER HERBIVOROUS THRIPS,0.75
2264,RICHARDSON SPERMOPHILE (GROUND SQUIRREL),0.75
2265,SPHAERIUM SP.,0.75
2266,VOLE (MICROTUS),0.75
2267,TANYPOD SP. (CHIRONOMIDAE - DIPTERA),0.7481203007518797
2268,POTAMO - BITHYN - LYMN,0.7440476190476191
2269,TRICH AND EPHEM - C,0.7440476190476191
2270,AMPHIPOD (UNSPEC.),0.7380952380952381
2271,CHIRONOMID (UNSPEC.),0.7380952380952381
2272,LAMPROSCATELLA DICHAETA,0.7380952380952381
2273,MICROCOELEPIS SP.,0.7380952380952381
2274,TIPULID (UNSPEC.),0.7380952380952381
2275,EARLY YOY ALEWIFE,0.7337662337662337
2276,EUKIEFIERIELLA,0.7286810763689757
2277,S. CYANEA,0.7282964782964783
2278,ACMAEA SCABRA,0.725
2279,T. NEPENTHIS,0.7222222222222222
2280,URANOTAENIA MOULTONI,0.7222222222222222
2281,C. LUCARIS,0.7
2282,CULEX CURTIPALPIS,0.7
2283,TANYPINAE,0.7
2284,U. BOSSERI,0.7
2285,U. BRUNHESI,0.7
2286,U. DAMASEI,0.7
2287,URANOTAENIA BELKINI,0.7
2288,TASMASIA ACUTA (TRICHOPTERA - CALOCIDAE),0.6885964912280702
2289,PIKA,0.6761904761904762
2290,P. SERICATA LARVAE,0.6736111111111112
2291,ALLOTHROMBIUM PULVINUS,0.6666666666666666
2292,C. CONSPERSA LARVAE,0.6666666666666666
2293,C. GEMINA LARVAE,0.6666666666666666
2294,EURYTOMA CURCULIONUM,0.6666666666666666
2295,EURYTOMA SP.,0.6666666666666666
2296,FANNIA SP. 1 LARVAE,0.6666666666666666
2297,FANNIA SP. 2 LARVAE,0.6666666666666666
2298,G. SP. LARVAE,0.6666666666666666
2299,H. FLAVIFACIES LARVAE,0.6666666666666666
2300,LAGOPUS - LEMNUS,0.6666666666666666
2301,MOINA - DIAPTOMUS,0.6666666666666666
2302,OXYSARCODEXIA CONCLAUSA,0.6666666666666666
2303,PLATYGASTER SP. B,0.6666666666666666
2304,PODOTHROMBIUM SP.,0.6666666666666666
2305,R. PLANIFRONS,0.6666666666666666
2306,STRONGYLOCENTROTUS,0.6666666666666666
2307,TETRASTICHUS SP. C,0.6666666666666666
2308,THORACOPHELIA,0.6666666666666666
2309,TRICHOMALUS BRACTEATUS,0.6666666666666666
2310,D. TENEBRANS,0.6646825396825395
2311,DENDROCTONUS VALENS,0.6646825396825395
2312,I. CALLIGRAPHUS,0.6646825396825395
2313,IPS GRANDICOLLIS,0.6646825396825395
2314,P. PULLUS,0.6646825396825395
2315,PITHYOPHTHORUS ANNECTENS,0.6646825396825395
2316,PISCF2: SHARK AGGREGATE,0.6639197420929877
2317,ACANTHOCYCLOPS VERNALIS (FISCHER),0.6583333333333333
2318,CRABEATER SEAL,0.6579132323813175
2319,TRICORYTHODES MINUTES,0.65
2320,ASCOMORPHA EUCADIS - SYNCHAETA SP. - KERATELLA COCHLEARIS,0.6428571428571428
2321,FILINIA LONGISPINA - GASTROPUS STYLIFER - KELLICOTTIA SP. - KERATELLA TESTUDO - PLOESOMA SP. - POLYARTHRA VULGARIS - TRICHOCERCA MULTICRINIS - TRICHOCERCA CYLINDRICA,0.6428571428571428
2322,THERESIA MONOHAMMI LARVAE,0.6428571428571428
2323,ADULT SCULPIN,0.6409090909090909
2324,DIAULOTA DENSISSIMA,0.625
2325,ASELLUS - GAMMARUS - LIMON,0.6190476190476191
2326,THEOD - ANCYL - ACRO - VALVA,0.6190476190476191
2327,CRICOTOPUS SP. 1,0.6186868686868687
2328,PLECTOPTERA (INDETERM.),0.6166666666666667
2329,CHALCOPHORA SP. LARVAE,0.6111111111111112
2330,CHRYSOBOTHRIS SP. LARVAE,0.6111111111111112
2331,C. QUERCUS-FOLII,0.6103603603603603
